account_id,person_id,account_type,bank_alias,opening_date,branch_location_id,ownership_confidence
ACCOUNT_00481,PERSON_1302,current,SynthBank_Gamma,2024-09-27 07:21:15,LOCATION_0100,0.95
ACCOUNT_00482,PERSON_0123,current,SynthBank_Delta,2022-02-09 09:51:04,LOCATION_0282,0.9
ACCOUNT_00483,PERSON_0867,savings,SynthBank_Omega,2023-08-16 15:17:53,LOCATION_0114,0.95
ACCOUNT_00484,PERSON_0281,current,SynthBank_Gamma,2023-04-26 04:46:26,LOCATION_0162,0.77
ACCOUNT_00485,PERSON_1142,savings,SynthBank_Delta,2024-02-11 16:45:58,LOCATION_0124,0.85
ACCOUNT_00486,PERSON_0475,current,SynthBank_Delta,2023-08-18 03:20:52,LOCATION_0246,0.79
ACCOUNT_00487,PERSON_0364,savings,SynthBank_Alpha,2022-09-17 07:39:27,LOCATION_0116,0.79
ACCOUNT_00488,PERSON_1172,savings,SynthBank_Beta,2024-01-18 01:17:11,LOCATION_0179,0.75
ACCOUNT_00489,PERSON_1193,current,SynthBank_Delta,2024-11-24 18:34:59,LOCATION_0144,0.77
ACCOUNT_00490,PERSON_1078,savings,SynthBank_Alpha,2025-02-23 15:29:54,LOCATION_0148,0.78
ACCOUNT_00491,PERSON_1117,savings,SynthBank_Alpha,2025-01-18 04:29:29,LOCATION_0250,0.91
ACCOUNT_00492,PERSON_1039,current,SynthBank_Gamma,2026-05-21 04:33:59,LOCATION_0029,0.97
ACCOUNT_00493,PERSON_1126,savings,SynthBank_Beta,2022-10-14 09:47:16,LOCATION_0081,0.96
ACCOUNT_00494,PERSON_0068,savings,SynthBank_Delta,2023-10-10 14:51:13,LOCATION_0159,0.79
ACCOUNT_00495,PERSON_0621,savings,SynthBank_Delta,2023-06-16 19:08:21,LOCATION_0039,0.82
ACCOUNT_00496,PERSON_1158,savings,SynthBank_Beta,2025-07-09 00:57:00,LOCATION_0244,0.84
ACCOUNT_00497,PERSON_0858,savings,SynthBank_Omega,2023-02-04 16:17:52,LOCATION_0055,0.98
ACCOUNT_00498,PERSON_0800,savings,SynthBank_Alpha,2024-01-18 06:35:48,LOCATION_0008,0.98
ACCOUNT_00499,PERSON_0789,savings,SynthBank_Delta,2023-10-27 02:34:05,LOCATION_0229,0.97
ACCOUNT_00500,PERSON_0620,savings,SynthBank_Beta,2023-12-02 00:45:40,LOCATION_0024,0.78
ACCOUNT_00501,PERSON_0733,current,SynthBank_Omega,2025-03-13 04:09:48,LOCATION_0245,0.88
ACCOUNT_00502,PERSON_0921,savings,SynthBank_Alpha,2022-10-21 22:15:36,LOCATION_0076,0.79
ACCOUNT_00503,PERSON_0565,current,SynthBank_Delta,2025-01-04 23:38:31,LOCATION_0136,0.84
ACCOUNT_00504,PERSON_1062,savings,SynthBank_Alpha,2024-09-03 13:27:23,LOCATION_0078,0.76
ACCOUNT_00505,PERSON_0133,current,SynthBank_Delta,2023-06-05 09:35:35,LOCATION_0087,0.75
ACCOUNT_00506,PERSON_0759,current,SynthBank_Omega,2024-05-05 03:52:20,LOCATION_0051,0.95
ACCOUNT_00507,PERSON_1074,current,SynthBank_Beta,2024-07-02 17:27:16,LOCATION_0065,0.76
ACCOUNT_00508,PERSON_0714,savings,SynthBank_Gamma,2025-06-22 11:13:53,LOCATION_0049,0.79
ACCOUNT_00509,PERSON_0514,current,SynthBank_Delta,2023-10-06 22:32:25,LOCATION_0274,0.78
ACCOUNT_00510,PERSON_1281,savings,SynthBank_Beta,2022-08-13 01:30:53,LOCATION_0196,0.97
ACCOUNT_00511,PERSON_0688,current,SynthBank_Omega,2025-05-22 09:22:33,LOCATION_0153,0.76
ACCOUNT_00512,PERSON_0735,current,SynthBank_Gamma,2025-12-20 18:49:31,LOCATION_0230,0.97
ACCOUNT_00513,PERSON_0126,current,SynthBank_Gamma,2023-07-22 19:33:52,LOCATION_0253,0.91
ACCOUNT_00514,PERSON_1132,savings,SynthBank_Beta,2022-12-20 12:25:13,LOCATION_0051,0.92
ACCOUNT_00515,PERSON_1090,current,SynthBank_Alpha,2024-07-29 09:28:44,LOCATION_0112,0.97
ACCOUNT_00516,PERSON_0719,savings,SynthBank_Delta,2022-12-15 02:48:40,LOCATION_0254,0.92
ACCOUNT_00517,PERSON_0783,savings,SynthBank_Omega,2025-05-27 22:34:20,LOCATION_0004,0.87
ACCOUNT_00518,PERSON_0290,savings,SynthBank_Gamma,2026-05-07 04:40:51,LOCATION_0135,0.8
ACCOUNT_00519,PERSON_1163,current,SynthBank_Delta,2024-03-19 09:50:18,LOCATION_0292,0.85
ACCOUNT_00520,PERSON_0944,savings,SynthBank_Omega,2024-03-19 03:17:01,LOCATION_0158,0.92
ACCOUNT_00521,PERSON_1110,current,SynthBank_Delta,2023-09-11 21:21:31,LOCATION_0150,0.94
ACCOUNT_00522,PERSON_0054,current,SynthBank_Omega,2024-04-18 20:18:01,LOCATION_0016,0.92
ACCOUNT_00523,PERSON_1198,savings,SynthBank_Delta,2023-11-16 23:47:07,LOCATION_0246,0.85
ACCOUNT_00524,PERSON_0594,current,SynthBank_Delta,2026-03-03 16:54:28,LOCATION_0117,0.86
ACCOUNT_00525,PERSON_0798,current,SynthBank_Beta,2024-06-30 07:43:51,LOCATION_0038,0.92
ACCOUNT_00526,PERSON_0872,current,SynthBank_Beta,2023-05-13 04:29:02,LOCATION_0205,0.95
ACCOUNT_00527,PERSON_0041,savings,SynthBank_Gamma,2022-03-21 14:07:58,LOCATION_0292,0.92
ACCOUNT_00528,PERSON_0340,current,SynthBank_Beta,2024-05-15 07:48:20,LOCATION_0018,0.92
ACCOUNT_00529,PERSON_0702,current,SynthBank_Beta,2022-09-06 16:24:32,LOCATION_0055,0.94
ACCOUNT_00530,PERSON_0870,savings,SynthBank_Beta,2023-04-12 20:46:57,LOCATION_0266,0.85
ACCOUNT_00531,PERSON_1328,current,SynthBank_Beta,2022-09-21 17:49:22,LOCATION_0189,0.82
ACCOUNT_00532,PERSON_0507,current,SynthBank_Delta,2025-10-05 03:55:52,LOCATION_0274,0.83
ACCOUNT_00533,PERSON_0084,current,SynthBank_Omega,2026-05-16 16:29:37,LOCATION_0101,0.93
ACCOUNT_00534,PERSON_0116,current,SynthBank_Delta,2026-05-08 18:08:16,LOCATION_0293,0.88
ACCOUNT_00535,PERSON_1401,current,SynthBank_Beta,2025-06-08 20:58:09,LOCATION_0174,0.89
ACCOUNT_00536,PERSON_0986,savings,SynthBank_Alpha,2024-01-07 04:21:15,LOCATION_0126,0.79
ACCOUNT_00537,PERSON_0732,savings,SynthBank_Delta,2022-08-11 09:44:39,LOCATION_0017,0.92
ACCOUNT_00538,PERSON_1034,current,SynthBank_Gamma,2025-11-09 18:14:30,LOCATION_0279,0.96
ACCOUNT_00539,PERSON_0665,current,SynthBank_Delta,2023-05-22 11:29:15,LOCATION_0159,0.98
ACCOUNT_00540,PERSON_0271,savings,SynthBank_Omega,2024-07-25 11:19:50,LOCATION_0079,0.8
ACCOUNT_00541,PERSON_1495,current,SynthBank_Alpha,2024-01-14 17:33:16,LOCATION_0294,0.87
ACCOUNT_00542,PERSON_0572,savings,SynthBank_Alpha,2022-07-08 05:04:04,LOCATION_0242,0.92
ACCOUNT_00543,PERSON_0871,current,SynthBank_Omega,2023-09-21 16:36:21,LOCATION_0254,0.9
ACCOUNT_00544,PERSON_0378,savings,SynthBank_Omega,2023-07-05 22:09:01,LOCATION_0193,0.86
ACCOUNT_00545,PERSON_1107,current,SynthBank_Omega,2025-07-03 05:04:51,LOCATION_0162,0.83
ACCOUNT_00546,PERSON_0097,current,SynthBank_Alpha,2025-09-23 10:50:28,LOCATION_0204,0.81
ACCOUNT_00547,PERSON_1225,current,SynthBank_Omega,2024-03-15 22:13:42,LOCATION_0145,0.96
ACCOUNT_00548,PERSON_0453,savings,SynthBank_Gamma,2024-06-27 01:45:12,LOCATION_0176,0.8
ACCOUNT_00549,PERSON_1366,savings,SynthBank_Omega,2023-07-11 09:56:03,LOCATION_0006,0.83
ACCOUNT_00550,PERSON_0557,savings,SynthBank_Delta,2025-12-27 04:57:23,LOCATION_0269,0.8
ACCOUNT_00551,PERSON_0049,savings,SynthBank_Beta,2026-01-10 14:36:54,LOCATION_0015,0.88
ACCOUNT_00552,PERSON_0772,current,SynthBank_Gamma,2025-04-27 11:31:01,LOCATION_0254,0.87
ACCOUNT_00553,PERSON_1116,current,SynthBank_Beta,2023-06-13 11:37:07,LOCATION_0111,0.8
ACCOUNT_00554,PERSON_1054,savings,SynthBank_Beta,2025-03-11 09:58:21,LOCATION_0264,0.8
ACCOUNT_00555,PERSON_0154,savings,SynthBank_Alpha,2025-12-24 20:35:14,LOCATION_0269,0.82
ACCOUNT_00556,PERSON_0238,current,SynthBank_Omega,2024-05-26 15:34:28,LOCATION_0291,0.8
ACCOUNT_00557,PERSON_0055,current,SynthBank_Delta,2022-06-26 21:35:16,LOCATION_0042,0.89
ACCOUNT_00558,PERSON_0395,current,SynthBank_Omega,2024-09-04 20:52:15,LOCATION_0268,0.91
ACCOUNT_00559,PERSON_0124,savings,SynthBank_Gamma,2024-03-09 01:17:47,LOCATION_0069,0.85
ACCOUNT_00560,PERSON_0356,current,SynthBank_Omega,2024-05-02 12:06:32,LOCATION_0265,0.79
ACCOUNT_00561,PERSON_0135,savings,SynthBank_Gamma,2025-01-30 06:04:18,LOCATION_0257,0.82
ACCOUNT_00562,PERSON_0386,savings,SynthBank_Gamma,2023-03-19 07:10:17,LOCATION_0087,0.78
ACCOUNT_00563,PERSON_0098,current,SynthBank_Gamma,2025-04-30 12:06:06,LOCATION_0265,0.92
ACCOUNT_00564,PERSON_0221,savings,SynthBank_Gamma,2022-03-24 17:10:49,LOCATION_0069,0.95
ACCOUNT_00565,PERSON_0042,current,SynthBank_Gamma,2025-04-26 03:20:13,LOCATION_0072,0.85
ACCOUNT_00566,PERSON_1299,current,SynthBank_Beta,2024-05-04 00:51:55,LOCATION_0282,0.91
ACCOUNT_00567,PERSON_0518,savings,SynthBank_Beta,2022-12-23 17:02:47,LOCATION_0107,0.83
ACCOUNT_00568,PERSON_0861,savings,SynthBank_Delta,2022-09-15 04:21:58,LOCATION_0287,0.81
ACCOUNT_00569,PERSON_0502,current,SynthBank_Alpha,2026-04-20 18:56:28,LOCATION_0064,0.9
ACCOUNT_00570,PERSON_1059,current,SynthBank_Omega,2024-12-31 22:49:14,LOCATION_0251,0.82
ACCOUNT_00571,PERSON_1498,savings,SynthBank_Omega,2025-05-11 02:43:01,LOCATION_0007,0.76
ACCOUNT_00572,PERSON_1493,current,SynthBank_Alpha,2024-01-17 13:42:46,LOCATION_0251,0.82
ACCOUNT_00573,PERSON_0013,savings,SynthBank_Alpha,2023-12-05 20:50:39,LOCATION_0266,0.95
ACCOUNT_00574,PERSON_0455,savings,SynthBank_Alpha,2024-05-30 16:02:04,LOCATION_0237,0.95
ACCOUNT_00575,PERSON_0569,savings,SynthBank_Gamma,2022-03-26 06:27:44,LOCATION_0117,0.89
ACCOUNT_00576,PERSON_0756,current,SynthBank_Gamma,2025-02-22 06:15:43,LOCATION_0121,0.86
ACCOUNT_00577,PERSON_0882,savings,SynthBank_Beta,2023-09-22 14:11:22,LOCATION_0267,0.95
ACCOUNT_00578,PERSON_0965,savings,SynthBank_Gamma,2026-02-03 23:54:55,LOCATION_0147,0.93
ACCOUNT_00579,PERSON_0638,savings,SynthBank_Beta,2026-03-14 04:03:40,LOCATION_0284,0.96
ACCOUNT_00580,PERSON_0913,current,SynthBank_Beta,2024-11-06 05:14:16,LOCATION_0222,0.98
ACCOUNT_00581,PERSON_1323,savings,SynthBank_Omega,2025-01-05 16:01:24,LOCATION_0171,0.82
ACCOUNT_00582,PERSON_0652,savings,SynthBank_Omega,2025-02-16 08:21:09,LOCATION_0082,0.84
ACCOUNT_00583,PERSON_1453,savings,SynthBank_Beta,2023-02-27 15:09:26,LOCATION_0222,0.92
ACCOUNT_00584,PERSON_0611,current,SynthBank_Gamma,2026-04-30 17:45:09,LOCATION_0128,0.91
ACCOUNT_00585,PERSON_1327,current,SynthBank_Omega,2023-09-15 10:21:05,LOCATION_0011,0.96
ACCOUNT_00586,PERSON_0834,savings,SynthBank_Alpha,2024-01-25 04:37:45,LOCATION_0012,0.8
ACCOUNT_00587,PERSON_0485,savings,SynthBank_Gamma,2024-03-08 15:05:31,LOCATION_0256,0.83
ACCOUNT_00588,PERSON_1237,savings,SynthBank_Omega,2026-05-14 18:43:04,LOCATION_0132,0.86
ACCOUNT_00589,PERSON_0337,current,SynthBank_Gamma,2022-02-28 16:12:51,LOCATION_0107,0.84
ACCOUNT_00590,PERSON_0233,current,SynthBank_Gamma,2024-03-03 13:36:25,LOCATION_0008,0.81
ACCOUNT_00591,PERSON_1267,savings,SynthBank_Omega,2023-11-04 07:05:32,LOCATION_0007,0.82
ACCOUNT_00592,PERSON_0685,current,SynthBank_Beta,2023-09-06 15:05:53,LOCATION_0188,0.91
ACCOUNT_00593,PERSON_0738,savings,SynthBank_Beta,2023-05-10 21:16:37,LOCATION_0090,0.79
ACCOUNT_00594,PERSON_0631,current,SynthBank_Alpha,2022-05-02 03:29:01,LOCATION_0147,0.89
ACCOUNT_00595,PERSON_1174,savings,SynthBank_Delta,2022-06-05 03:57:54,LOCATION_0032,0.96
ACCOUNT_00596,PERSON_1331,savings,SynthBank_Delta,2025-08-18 02:05:58,LOCATION_0273,0.95
ACCOUNT_00597,PERSON_0684,current,SynthBank_Omega,2024-07-05 21:14:04,LOCATION_0293,0.86
ACCOUNT_00598,PERSON_0206,savings,SynthBank_Alpha,2024-10-06 12:52:58,LOCATION_0052,0.91
ACCOUNT_00599,PERSON_0004,savings,SynthBank_Omega,2024-04-25 02:34:20,LOCATION_0033,0.96
ACCOUNT_00600,PERSON_1180,current,SynthBank_Alpha,2023-11-13 07:57:10,LOCATION_0227,0.87
ACCOUNT_00601,PERSON_0703,savings,SynthBank_Beta,2025-07-20 05:33:44,LOCATION_0026,0.8
ACCOUNT_00602,PERSON_1231,current,SynthBank_Gamma,2022-03-23 03:13:18,LOCATION_0028,0.83
ACCOUNT_00603,PERSON_1339,savings,SynthBank_Beta,2023-12-23 05:23:52,LOCATION_0250,0.81
ACCOUNT_00604,PERSON_1201,savings,SynthBank_Delta,2025-04-12 06:00:49,LOCATION_0290,0.78
ACCOUNT_00605,PERSON_1300,savings,SynthBank_Beta,2026-04-29 13:50:54,LOCATION_0141,0.99
ACCOUNT_00606,PERSON_1095,savings,SynthBank_Omega,2024-08-15 04:55:57,LOCATION_0125,0.86
ACCOUNT_00607,PERSON_1295,current,SynthBank_Gamma,2025-02-09 02:38:57,LOCATION_0069,0.78
ACCOUNT_00608,PERSON_0740,current,SynthBank_Alpha,2023-03-26 17:45:45,LOCATION_0244,0.77
ACCOUNT_00609,PERSON_0888,savings,SynthBank_Omega,2025-11-08 20:19:21,LOCATION_0126,0.82
ACCOUNT_00610,PERSON_1157,current,SynthBank_Beta,2026-05-11 06:32:43,LOCATION_0124,0.87
ACCOUNT_00611,PERSON_1490,current,SynthBank_Beta,2023-11-06 23:35:17,LOCATION_0043,0.8
ACCOUNT_00612,PERSON_0961,savings,SynthBank_Gamma,2023-01-06 12:48:02,LOCATION_0027,0.99
ACCOUNT_00613,PERSON_0566,current,SynthBank_Delta,2023-08-07 06:07:09,LOCATION_0091,0.86
ACCOUNT_00614,PERSON_0883,current,SynthBank_Omega,2025-09-22 03:52:00,LOCATION_0224,0.89
ACCOUNT_00615,PERSON_1404,current,SynthBank_Alpha,2025-06-06 17:51:31,LOCATION_0031,0.93
ACCOUNT_00616,PERSON_0661,current,SynthBank_Gamma,2024-07-25 06:39:30,LOCATION_0158,0.81
ACCOUNT_00617,PERSON_0158,savings,SynthBank_Delta,2024-01-10 13:47:14,LOCATION_0268,0.83
ACCOUNT_00618,PERSON_1048,savings,SynthBank_Alpha,2023-02-10 01:54:58,LOCATION_0084,0.78
ACCOUNT_00619,PERSON_1290,current,SynthBank_Alpha,2026-03-04 17:31:00,LOCATION_0210,0.87
ACCOUNT_00620,PERSON_0141,savings,SynthBank_Beta,2022-02-20 23:35:38,LOCATION_0270,0.91
ACCOUNT_00621,PERSON_0161,savings,SynthBank_Omega,2024-10-04 09:50:17,LOCATION_0010,0.89
ACCOUNT_00622,PERSON_0306,current,SynthBank_Alpha,2025-05-28 01:56:26,LOCATION_0061,0.79
ACCOUNT_00623,PERSON_1125,current,SynthBank_Delta,2025-02-24 03:15:32,LOCATION_0096,0.88
ACCOUNT_00624,PERSON_0674,savings,SynthBank_Alpha,2024-07-27 01:43:35,LOCATION_0230,0.87
ACCOUNT_00625,PERSON_1465,savings,SynthBank_Delta,2022-02-20 15:55:42,LOCATION_0143,0.98
ACCOUNT_00626,PERSON_0396,savings,SynthBank_Beta,2024-11-10 07:03:27,LOCATION_0294,0.89
ACCOUNT_00627,PERSON_0573,current,SynthBank_Omega,2022-11-06 05:41:53,LOCATION_0289,0.84
ACCOUNT_00628,PERSON_0400,current,SynthBank_Gamma,2022-10-09 15:12:34,LOCATION_0061,0.92
ACCOUNT_00629,PERSON_1003,savings,SynthBank_Gamma,2026-01-12 22:02:28,LOCATION_0184,0.9
ACCOUNT_00630,PERSON_1313,savings,SynthBank_Alpha,2025-11-13 22:51:43,LOCATION_0227,0.77
ACCOUNT_00631,PERSON_0651,savings,SynthBank_Gamma,2023-12-03 15:47:22,LOCATION_0061,0.8
ACCOUNT_00632,PERSON_1189,savings,SynthBank_Alpha,2024-02-11 02:47:27,LOCATION_0130,0.96
ACCOUNT_00633,PERSON_1027,savings,SynthBank_Beta,2026-04-26 13:41:52,LOCATION_0251,0.8
ACCOUNT_00634,PERSON_0225,current,SynthBank_Delta,2022-08-29 20:54:39,LOCATION_0080,0.84
ACCOUNT_00635,PERSON_0288,savings,SynthBank_Beta,2023-12-04 05:20:18,LOCATION_0141,0.82
ACCOUNT_00636,PERSON_1251,savings,SynthBank_Alpha,2024-07-17 22:29:03,LOCATION_0218,0.84
ACCOUNT_00637,PERSON_0817,current,SynthBank_Gamma,2022-02-01 14:01:25,LOCATION_0200,0.81
ACCOUNT_00638,PERSON_0972,current,SynthBank_Alpha,2025-12-08 15:31:38,LOCATION_0179,0.92
ACCOUNT_00639,PERSON_0541,current,SynthBank_Beta,2023-02-25 16:46:56,LOCATION_0028,0.87
ACCOUNT_00640,PERSON_0458,savings,SynthBank_Gamma,2022-02-25 13:39:56,LOCATION_0088,0.98
ACCOUNT_00641,PERSON_1018,current,SynthBank_Gamma,2022-07-17 17:25:18,LOCATION_0111,0.81
ACCOUNT_00642,PERSON_0479,current,SynthBank_Gamma,2025-01-31 10:36:17,LOCATION_0194,0.97
ACCOUNT_00643,PERSON_1175,current,SynthBank_Gamma,2022-09-09 11:08:24,LOCATION_0026,0.83
ACCOUNT_00644,PERSON_1384,savings,SynthBank_Delta,2022-07-29 07:18:16,LOCATION_0120,0.9
ACCOUNT_00645,PERSON_0610,current,SynthBank_Gamma,2022-02-12 14:33:58,LOCATION_0161,0.76
ACCOUNT_00646,PERSON_1222,current,SynthBank_Delta,2023-11-12 13:13:26,LOCATION_0092,0.88
ACCOUNT_00647,PERSON_0348,savings,SynthBank_Gamma,2023-10-30 03:18:47,LOCATION_0284,0.88
ACCOUNT_00648,PERSON_0447,savings,SynthBank_Omega,2023-05-10 02:56:15,LOCATION_0153,0.87
ACCOUNT_00649,PERSON_0380,current,SynthBank_Delta,2026-03-06 18:10:23,LOCATION_0077,0.77
ACCOUNT_00650,PERSON_1294,current,SynthBank_Alpha,2023-11-09 23:39:11,LOCATION_0102,0.98
ACCOUNT_00651,PERSON_0612,savings,SynthBank_Omega,2026-05-27 10:47:29,LOCATION_0102,0.88
ACCOUNT_00652,PERSON_0582,current,SynthBank_Delta,2023-11-02 21:14:06,LOCATION_0002,0.82
ACCOUNT_00653,PERSON_0232,current,SynthBank_Delta,2022-08-20 21:19:59,LOCATION_0229,0.75
ACCOUNT_00654,PERSON_0383,current,SynthBank_Omega,2022-07-30 20:35:04,LOCATION_0290,0.83
ACCOUNT_00655,PERSON_0670,savings,SynthBank_Gamma,2022-11-10 08:16:54,LOCATION_0220,0.77
ACCOUNT_00656,PERSON_0073,savings,SynthBank_Beta,2022-10-18 20:06:36,LOCATION_0015,0.9
ACCOUNT_00657,PERSON_0071,current,SynthBank_Delta,2025-04-19 22:56:42,LOCATION_0265,0.88
ACCOUNT_00658,PERSON_0672,current,SynthBank_Delta,2026-04-24 07:30:14,LOCATION_0297,0.94
ACCOUNT_00659,PERSON_0172,savings,SynthBank_Omega,2025-09-01 07:22:08,LOCATION_0150,0.87
ACCOUNT_00660,PERSON_0169,current,SynthBank_Delta,2026-02-12 06:13:00,LOCATION_0287,0.79
ACCOUNT_00661,PERSON_0494,current,SynthBank_Alpha,2026-04-01 06:10:53,LOCATION_0017,0.91
ACCOUNT_00662,PERSON_1129,current,SynthBank_Alpha,2023-08-25 06:28:59,LOCATION_0117,0.84
ACCOUNT_00663,PERSON_0739,savings,SynthBank_Delta,2024-10-20 17:08:17,LOCATION_0124,0.89
ACCOUNT_00664,PERSON_0273,savings,SynthBank_Gamma,2024-10-18 14:03:48,LOCATION_0067,0.84
ACCOUNT_00665,PERSON_0919,current,SynthBank_Gamma,2026-05-09 09:34:37,LOCATION_0064,0.84
ACCOUNT_00666,PERSON_0421,current,SynthBank_Alpha,2022-02-16 03:06:37,LOCATION_0142,0.91
ACCOUNT_00667,PERSON_1017,current,SynthBank_Omega,2023-04-02 18:59:06,LOCATION_0012,0.99
ACCOUNT_00668,PERSON_0043,current,SynthBank_Alpha,2023-12-28 23:40:13,LOCATION_0198,0.84
ACCOUNT_00669,PERSON_1194,savings,SynthBank_Gamma,2023-01-10 18:04:12,LOCATION_0286,0.95
ACCOUNT_00670,PERSON_0678,current,SynthBank_Beta,2024-12-09 02:57:42,LOCATION_0142,0.91
ACCOUNT_00671,PERSON_0039,current,SynthBank_Omega,2024-06-26 09:00:31,LOCATION_0237,0.97
ACCOUNT_00672,PERSON_0307,current,SynthBank_Beta,2025-04-30 00:34:29,LOCATION_0291,0.83
ACCOUNT_00673,PERSON_0701,current,SynthBank_Alpha,2023-07-22 12:59:27,LOCATION_0270,0.93
ACCOUNT_00674,PERSON_0409,savings,SynthBank_Gamma,2022-12-09 05:35:35,LOCATION_0198,0.9
ACCOUNT_00675,PERSON_0535,current,SynthBank_Gamma,2025-08-14 17:31:38,LOCATION_0280,0.98
ACCOUNT_00676,PERSON_0862,current,SynthBank_Gamma,2022-03-29 23:47:04,LOCATION_0158,0.8
ACCOUNT_00677,PERSON_1422,savings,SynthBank_Alpha,2024-09-16 04:35:25,LOCATION_0002,0.98
ACCOUNT_00678,PERSON_1280,current,SynthBank_Alpha,2024-10-26 21:48:13,LOCATION_0205,0.76
ACCOUNT_00679,PERSON_0622,current,SynthBank_Omega,2025-02-16 20:36:04,LOCATION_0101,0.95
ACCOUNT_00680,PERSON_0317,savings,SynthBank_Beta,2026-05-23 07:36:01,LOCATION_0107,0.78
ACCOUNT_00681,PERSON_0908,savings,SynthBank_Gamma,2025-04-03 10:53:41,LOCATION_0137,0.78
ACCOUNT_00682,PERSON_0659,current,SynthBank_Gamma,2025-07-11 00:23:26,LOCATION_0127,0.89
ACCOUNT_00683,PERSON_0534,current,SynthBank_Gamma,2022-08-15 04:44:35,LOCATION_0237,0.78
ACCOUNT_00684,PERSON_0599,current,SynthBank_Alpha,2022-12-11 01:00:03,LOCATION_0018,0.83
ACCOUNT_00685,PERSON_0792,savings,SynthBank_Beta,2026-04-09 15:57:31,LOCATION_0077,0.75
ACCOUNT_00686,PERSON_0549,savings,SynthBank_Alpha,2026-05-14 23:09:00,LOCATION_0153,0.81
ACCOUNT_00687,PERSON_0454,current,SynthBank_Gamma,2025-05-20 22:39:44,LOCATION_0003,0.84
ACCOUNT_00688,PERSON_1460,savings,SynthBank_Omega,2025-07-27 10:19:49,LOCATION_0027,0.91
ACCOUNT_00689,PERSON_1380,savings,SynthBank_Omega,2024-04-20 18:52:11,LOCATION_0048,0.86
ACCOUNT_00690,PERSON_0571,savings,SynthBank_Alpha,2025-02-04 02:41:13,LOCATION_0185,0.77
ACCOUNT_00691,PERSON_1266,current,SynthBank_Beta,2025-06-11 18:39:51,LOCATION_0271,0.76
ACCOUNT_00692,PERSON_0062,savings,SynthBank_Delta,2022-11-17 20:41:39,LOCATION_0168,0.85
ACCOUNT_00693,PERSON_1308,savings,SynthBank_Omega,2025-07-06 05:47:47,LOCATION_0241,0.81
ACCOUNT_00694,PERSON_0537,savings,SynthBank_Omega,2026-04-19 08:51:18,LOCATION_0018,0.76
ACCOUNT_00695,PERSON_1482,savings,SynthBank_Delta,2025-06-02 04:10:31,LOCATION_0148,0.86
ACCOUNT_00696,PERSON_1016,savings,SynthBank_Alpha,2023-02-14 06:15:07,LOCATION_0257,0.8
ACCOUNT_00697,PERSON_0245,savings,SynthBank_Gamma,2022-09-17 14:04:22,LOCATION_0069,0.78
ACCOUNT_00698,PERSON_0223,savings,SynthBank_Alpha,2023-12-15 10:24:54,LOCATION_0055,0.86
ACCOUNT_00699,PERSON_0914,savings,SynthBank_Beta,2025-11-02 12:19:43,LOCATION_0067,0.76
ACCOUNT_00700,PERSON_0106,savings,SynthBank_Omega,2023-12-29 20:50:50,LOCATION_0240,0.79
ACCOUNT_00701,PERSON_1166,current,SynthBank_Delta,2022-12-30 03:45:28,LOCATION_0134,0.91
ACCOUNT_00702,PERSON_0510,current,SynthBank_Omega,2026-01-05 11:33:02,LOCATION_0247,0.81
ACCOUNT_00703,PERSON_0132,current,SynthBank_Alpha,2024-02-13 11:46:23,LOCATION_0184,0.96
ACCOUNT_00704,PERSON_0445,savings,SynthBank_Omega,2024-07-22 05:59:20,LOCATION_0269,0.98
ACCOUNT_00705,PERSON_0643,current,SynthBank_Alpha,2025-01-02 14:54:35,LOCATION_0170,0.83
ACCOUNT_00706,PERSON_0509,current,SynthBank_Gamma,2026-04-05 06:30:52,LOCATION_0098,0.95
ACCOUNT_00707,PERSON_1496,current,SynthBank_Beta,2024-11-21 13:14:32,LOCATION_0113,0.77
ACCOUNT_00708,PERSON_0076,current,SynthBank_Omega,2023-07-11 17:04:25,LOCATION_0145,0.84
ACCOUNT_00709,PERSON_1319,savings,SynthBank_Omega,2025-10-11 07:04:52,LOCATION_0179,0.87
ACCOUNT_00710,PERSON_0058,savings,SynthBank_Omega,2023-04-21 14:14:20,LOCATION_0149,0.81
ACCOUNT_00711,PERSON_0197,current,SynthBank_Omega,2025-03-22 15:19:47,LOCATION_0288,0.8
ACCOUNT_00712,PERSON_1238,savings,SynthBank_Beta,2022-09-18 10:53:45,LOCATION_0230,0.88
ACCOUNT_00713,PERSON_0708,savings,SynthBank_Delta,2025-11-03 09:32:50,LOCATION_0239,0.97
ACCOUNT_00714,PERSON_0838,current,SynthBank_Beta,2025-03-19 00:44:51,LOCATION_0190,0.91
ACCOUNT_00715,PERSON_1317,savings,SynthBank_Beta,2022-04-05 16:53:39,LOCATION_0236,0.89
ACCOUNT_00716,PERSON_0478,savings,SynthBank_Delta,2025-11-28 08:48:56,LOCATION_0048,0.88
ACCOUNT_00717,PERSON_0087,savings,SynthBank_Omega,2022-12-12 04:09:45,LOCATION_0240,0.89
ACCOUNT_00718,PERSON_0562,current,SynthBank_Beta,2026-04-08 21:31:47,LOCATION_0154,0.79
ACCOUNT_00719,PERSON_0335,current,SynthBank_Beta,2024-05-02 01:42:31,LOCATION_0275,0.94
ACCOUNT_00720,PERSON_1088,savings,SynthBank_Omega,2024-10-06 08:12:47,LOCATION_0276,0.86
ACCOUNT_00721,PERSON_0952,savings,SynthBank_Delta,2023-06-15 19:41:56,LOCATION_0023,0.91
