person_id,name,name_variant,age,gender,city,occupation,address_id,primary_phone_id,risk_indicator,source_record_count
PERSON_0457,Anil Bhatt,ANIL BHATT,28,M,Pune,delivery worker,LOCATION_0117,PHONE_00457,none,1
PERSON_0458,Aman Mishra,Aman Mishra,62,M,Indore,unemployed,LOCATION_0038,PHONE_00458,none,0
PERSON_0459,Manoj Bansal,Manoj Bansal,26,M,Lucknow,student,LOCATION_0273,PHONE_00459,none,0
PERSON_0460,Suresh Kulkarni,Suresh Kulkarni,50,M,Hyderabad,trader,LOCATION_0190,PHONE_00460,none,1
PERSON_0461,Vikram Choudhary,Vikram Choudhary,58,M,Hyderabad,clerk,LOCATION_0170,PHONE_00461,none,0
PERSON_0462,Ashok Bansal,Ashok Bansal,65,M,Chandigarh,driver,LOCATION_0124,PHONE_00462,none,1
PERSON_0463,Divya Agarwal,Divya Agarwal,20,F,Hyderabad,clerk,LOCATION_0090,PHONE_00463,flagged,0
PERSON_0464,Isha Meena,isha meena,19,F,Hyderabad,delivery worker,LOCATION_0080,PHONE_00464,none,1
PERSON_0465,Divya Singh,Divya Singh,50,F,Delhi,private employee,LOCATION_0031,PHONE_00465,none,1
PERSON_0466,Arjun Iyer,Arjun Iyer,32,M,Bhopal,driver,LOCATION_0139,PHONE_00466,none,0
PERSON_0467,Sanjay Pandey,Sanjay Pandey,26,M,Delhi,self-employed,LOCATION_0041,PHONE_00467,none,0
PERSON_0468,Meena Agarwal,Meena A.,20,F,Pune,clerk,LOCATION_0077,PHONE_00468,none,1
PERSON_0469,Ashok Nair,AshokNair,50,M,Ahmedabad,student,LOCATION_0245,PHONE_00469,none,0
PERSON_0470,Deepika Kapoor,D. Kapoor,21,F,Delhi,driver,LOCATION_0291,PHONE_00470,none,0
PERSON_0471,Simran Chauhan,simran chauhan,54,F,Mumbai,trader,LOCATION_0096,PHONE_00471,none,0
PERSON_0472,Gaurav Yadav,GAURAV YADAV,42,M,Pune,mechanic,LOCATION_0167,PHONE_00472,none,1
PERSON_0473,Nikhil Kapoor,Nikhil Kapoor,37,M,Ahmedabad,electrician,LOCATION_0155,PHONE_00473,none,0
PERSON_0474,Sonia Rathore,SONIA RATHORE,40,F,Hyderabad,self-employed,LOCATION_0010,PHONE_00474,none,1
PERSON_0475,Amit Verma,Amit Verma,46,M,Mumbai,salesperson,LOCATION_0156,PHONE_00475,none,0
PERSON_0476,Rajesh Singh,Rajesh Singh,64,M,Bhopal,mechanic,LOCATION_0229,PHONE_00476,none,1
PERSON_0477,Deepak Reddy,D. Reddy,22,M,Mumbai,mechanic,LOCATION_0146,PHONE_00477,none,1
PERSON_0478,Amit Choudhary,Amit Choudhary,52,M,Indore,mechanic,LOCATION_0298,PHONE_00478,none,0
PERSON_0479,Anjali Reddy,ANJALI REDDY,37,F,Chandigarh,self-employed,LOCATION_0044,PHONE_00479,none,1
PERSON_0480,Anjali Tiwari,Anjali T.,54,F,Hyderabad,driver,LOCATION_0030,PHONE_00480,none,1
PERSON_0481,Yash Kapoor,Y. Kapoor,51,M,Pune,shopkeeper,LOCATION_0017,PHONE_00481,none,1
PERSON_0482,Ravi Yadav,Ravi Yadav,59,M,Delhi,accountant,LOCATION_0191,PHONE_00482,none,0
PERSON_0483,Sunita Sharma,Sunita Sharma,38,F,Chandigarh,salesperson,LOCATION_0274,PHONE_00483,none,1
PERSON_0484,Sanjay Reddy,Sanjay Reddy,60,M,Jaipur,shopkeeper,LOCATION_0022,PHONE_00484,none,1
PERSON_0485,Rajesh Choudhary,Rajesh Choudhary,24,M,Mumbai,farmer,LOCATION_0256,PHONE_00485,none,0
PERSON_0486,Manju Joshi,Manju Joshi,51,F,Chandigarh,unemployed,LOCATION_0054,PHONE_00486,flagged,0
PERSON_0487,Vivek Nair,Vivek N.,20,M,Ahmedabad,electrician,LOCATION_0135,PHONE_00487,none,1
PERSON_0488,Deepak Reddy,Deepak R.,59,M,Ahmedabad,delivery worker,LOCATION_0145,PHONE_00488,none,1
PERSON_0489,Rohit Gupta,Rohit G.,35,M,Bhopal,clerk,LOCATION_0289,PHONE_00489,none,0
PERSON_0490,Neha Iyer,NehaIyer,23,F,Jaipur,clerk,LOCATION_0232,PHONE_00490,none,1
PERSON_0491,Preeti Bhatt,PREETI BHATT,44,M,Indore,salesperson,LOCATION_0038,PHONE_00491,none,0
PERSON_0492,Meena Kulkarni,Meena Kulkarni,63,F,Chandigarh,driver,LOCATION_0164,PHONE_00492,none,1
PERSON_0493,Mohit Kulkarni,Mohit Kulkarni,63,M,Indore,salesperson,LOCATION_0288,PHONE_00493,none,0
PERSON_0494,Amit Joshi,Amit Joshi,34,M,Pune,driver,LOCATION_0207,PHONE_00494,none,1
PERSON_0495,Manju Rathore,Manju Rathore,63,F,Bhopal,private employee,LOCATION_0219,PHONE_00495,none,1
PERSON_0496,Tanvi Choudhary,tanvi choudhary,27,F,Jaipur,unemployed,LOCATION_0092,PHONE_00496,none,1
PERSON_0497,Neha Singh,Neha Singh,40,F,Ahmedabad,driver,LOCATION_0045,PHONE_00497,none,1
PERSON_0498,Ravi Singh,R. Singh,52,M,Bhopal,clerk,LOCATION_0199,PHONE_00498,none,1
PERSON_0499,Karan Kulkarni,Karan K.,35,M,Hyderabad,salesperson,LOCATION_0140,PHONE_00499,none,1
PERSON_0500,Pooja Verma,Pooja V.,27,F,Mumbai,unemployed,LOCATION_0136,PHONE_00500,flagged,0
PERSON_0501,Nikhil Kapoor,NIKHIL KAPOOR,27,M,Mumbai,trader,LOCATION_0056,PHONE_00501,none,1
PERSON_0502,Aman Reddy,AmanReddy,63,M,Chandigarh,driver,LOCATION_0134,PHONE_00502,none,1
PERSON_0503,Ritu Kapoor,Ritu Kapoor,49,F,Bhopal,driver,LOCATION_0259,PHONE_00503,none,0
PERSON_0504,Vivek Gupta,VIVEK GUPTA,63,M,Lucknow,student,LOCATION_0213,PHONE_00504,flagged,0
PERSON_0505,Swati Chauhan,Swati Chauhan,23,F,Delhi,delivery worker,LOCATION_0131,PHONE_00505,none,0
PERSON_0506,Sunita Kulkarni,S. Kulkarni,63,F,Ahmedabad,self-employed,LOCATION_0015,PHONE_00506,none,0
PERSON_0507,Yash Sharma,YashSharma,25,M,Chandigarh,shopkeeper,LOCATION_0254,PHONE_00507,none,1
PERSON_0508,Tanvi Bhatt,tanvi bhatt,54,F,Indore,delivery worker,LOCATION_0198,PHONE_00508,none,1
PERSON_0509,Priya Rathore,Priya Rathore,45,F,Indore,accountant,LOCATION_0188,PHONE_00509,none,0
PERSON_0510,Meena Choudhary,Meena Choudhary,64,F,Pune,clerk,LOCATION_0137,PHONE_00510,none,1
PERSON_0511,Swati Bhatt,S. Bhatt,29,F,Delhi,trader,LOCATION_0041,PHONE_00511,none,1
PERSON_0512,Sanjay Singh,Sanjay Singh,49,M,Jaipur,farmer,LOCATION_0172,PHONE_00512,none,0
PERSON_0513,Sandeep Mishra,Sandeep M.,54,M,Lucknow,clerk,LOCATION_0063,PHONE_00513,none,0
PERSON_0514,Rahul Kulkarni,R. Kulkarni,51,M,Chandigarh,farmer,LOCATION_0114,PHONE_00514,none,1
PERSON_0515,Anjali Kapoor,Anjali Kapoor,57,F,Mumbai,salesperson,LOCATION_0056,PHONE_00515,none,0
PERSON_0516,Karan Mishra,karan mishra,37,M,Delhi,electrician,LOCATION_0211,PHONE_00516,none,0
PERSON_0517,Rajesh Saxena,Rajesh Saxena,39,M,Ahmedabad,trader,LOCATION_0295,PHONE_00517,flagged,0
PERSON_0518,Amit Chauhan,AMIT CHAUHAN,31,M,Pune,unemployed,LOCATION_0067,PHONE_00518,none,1
PERSON_0519,Harish Agarwal,Harish Agarwal,37,M,Chandigarh,student,LOCATION_0194,PHONE_00519,none,0
PERSON_0520,Rohit Gupta,Rohit Gupta,40,M,Lucknow,clerk,LOCATION_0013,PHONE_00520,none,1
PERSON_0521,Ritu Malhotra,Ritu Malhotra,37,F,Jaipur,mechanic,LOCATION_0202,PHONE_00521,none,0
PERSON_0522,Amit Tiwari,Amit Tiwari,41,M,Ahmedabad,private employee,LOCATION_0185,PHONE_00522,none,0
PERSON_0523,Priya Meena,Priya Meena,52,F,Delhi,trader,LOCATION_0271,PHONE_00523,none,1
PERSON_0524,Sunita Sharma,Sunita Sharma,24,F,Jaipur,trader,LOCATION_0142,PHONE_00524,none,0
PERSON_0525,Alka Gupta,Alka Gupta,22,F,Ahmedabad,electrician,LOCATION_0185,PHONE_00525,none,0
PERSON_0526,Sonia Choudhary,Sonia Choudhary,40,F,Mumbai,private employee,LOCATION_0116,PHONE_00526,none,0
PERSON_0527,Alka Tiwari,Alka Tiwari,49,F,Ahmedabad,delivery worker,LOCATION_0075,PHONE_00527,none,0
PERSON_0528,Sandeep Naidu,Sandeep Naidu,27,M,Jaipur,trader,LOCATION_0242,PHONE_00528,none,1
PERSON_0529,Simran Bansal,Simran Bansal,49,F,Mumbai,accountant,LOCATION_0246,PHONE_00529,none,1
PERSON_0530,Ritu Singh,RITU SINGH,50,F,Pune,trader,LOCATION_0117,PHONE_00530,none,0
PERSON_0531,Sanjay Iyer,Sanjay Iyer,24,M,Chandigarh,accountant,LOCATION_0224,PHONE_00531,none,0
PERSON_0532,Kirti Kulkarni,KIRTI KULKARNI,37,F,Bhopal,salesperson,LOCATION_0009,PHONE_00532,none,1
PERSON_0533,Deepak Agarwal,Deepak Agarwal,22,M,Bhopal,farmer,LOCATION_0049,PHONE_00533,none,1
PERSON_0534,Rahul Mishra,rahul mishra,22,M,Pune,farmer,LOCATION_0297,PHONE_00534,none,0
PERSON_0535,Arjun Sharma,Arjun Sharma,29,M,Hyderabad,mechanic,LOCATION_0240,PHONE_00535,none,1
PERSON_0536,Preeti Meena,preeti meena,50,F,Hyderabad,salesperson,LOCATION_0060,PHONE_00536,none,1
PERSON_0537,Swati Gupta,Swati Gupta,43,F,Indore,accountant,LOCATION_0188,PHONE_00537,none,0
PERSON_0538,Divya Bansal,Divya Bansal,27,F,Lucknow,unemployed,LOCATION_0243,PHONE_00538,none,1
PERSON_0539,Naveen Iyer,Naveen I.,62,M,Hyderabad,delivery worker,LOCATION_0160,PHONE_00539,none,0
PERSON_0540,Kirti Nair,KirtiNair,58,F,Ahmedabad,farmer,LOCATION_0175,PHONE_00540,none,0
PERSON_0541,Amit Meena,Amit Meena,36,M,Indore,driver,LOCATION_0258,PHONE_00541,none,1
PERSON_0542,Preeti Yadav,PREETI YADAV,34,F,Pune,self-employed,LOCATION_0267,PHONE_00542,none,0
PERSON_0543,Nikhil Joshi,NikhilJoshi,63,M,Hyderabad,farmer,LOCATION_0150,PHONE_00543,none,0
PERSON_0544,Karan Joshi,K. Joshi,44,M,Mumbai,unemployed,LOCATION_0086,PHONE_00544,none,0
PERSON_0545,Neha Kulkarni,Neha Kulkarni,31,M,Lucknow,driver,LOCATION_0063,PHONE_00545,none,0
PERSON_0546,Karan Gupta,KaranGupta,44,M,Ahmedabad,driver,LOCATION_0135,PHONE_00546,none,1
PERSON_0547,Rajesh Yadav,Rajesh Yadav,46,M,Chandigarh,trader,LOCATION_0194,PHONE_00547,flagged,0
PERSON_0548,Yash Gupta,yash gupta,53,M,Delhi,student,LOCATION_0211,PHONE_00548,none,0
PERSON_0549,Deepak Bansal,D. Bansal,36,M,Lucknow,private employee,LOCATION_0003,PHONE_00549,none,1
PERSON_0550,Sunita Yadav,Sunita Yadav,49,F,Ahmedabad,accountant,LOCATION_0095,PHONE_00550,none,0
PERSON_0551,Vikram Agarwal,VIKRAM AGARWAL,49,M,Delhi,clerk,LOCATION_0221,PHONE_00551,flagged,0
PERSON_0552,Anil Meena,A. Meena,50,M,Hyderabad,salesperson,LOCATION_0110,PHONE_00552,none,0
PERSON_0553,Rekha Singh,Rekha Singh,34,F,Ahmedabad,farmer,LOCATION_0165,PHONE_00553,flagged,0
PERSON_0554,Rohit Choudhary,Rohit Choudhary,44,M,Mumbai,accountant,LOCATION_0036,PHONE_00554,flagged,0
PERSON_0555,Preeti Chauhan,Preeti Chauhan,65,F,Lucknow,electrician,LOCATION_0183,PHONE_00555,none,1
PERSON_0556,Amit Bansal,Amit Bansal,28,M,Mumbai,delivery worker,LOCATION_0216,PHONE_00556,none,0
PERSON_0557,Vikram Iyer,Vikram Iyer,59,M,Bhopal,private employee,LOCATION_0149,PHONE_00557,none,1
PERSON_0558,Ashok Bansal,Ashok Bansal,54,M,Chandigarh,salesperson,LOCATION_0114,PHONE_00558,none,1
PERSON_0559,Kirti Reddy,Kirti Reddy,49,F,Hyderabad,electrician,LOCATION_0130,PHONE_00559,none,0
PERSON_0560,Pankaj Bhatt,Pankaj Bhatt,50,M,Lucknow,self-employed,LOCATION_0083,PHONE_00560,none,0
PERSON_0561,Ritu Mishra,RituMishra,26,F,Lucknow,salesperson,LOCATION_0223,PHONE_00561,none,0
PERSON_0562,Sanjay Iyer,Sanjay Iyer,40,M,Chandigarh,delivery worker,LOCATION_0094,PHONE_00562,none,0
PERSON_0563,Pankaj Nair,P. Nair,36,M,Ahmedabad,mechanic,LOCATION_0085,PHONE_00563,none,1
PERSON_0564,Yash Saxena,YASH SAXENA,25,M,Hyderabad,farmer,LOCATION_0250,PHONE_00564,none,1
PERSON_0565,Pooja Nair,POOJA NAIR,47,F,Mumbai,mechanic,LOCATION_0266,PHONE_00565,none,0
PERSON_0566,Rajesh Mishra,Rajesh Mishra,49,M,Delhi,shopkeeper,LOCATION_0211,PHONE_00566,none,1
PERSON_0567,Priya Verma,Priya Verma,46,F,Jaipur,student,LOCATION_0292,PHONE_00567,none,0
PERSON_0568,Vikram Pandey,Vikram P.,23,M,Indore,student,LOCATION_0198,PHONE_00568,none,1
PERSON_0569,Vikram Joshi,vikram joshi,63,M,Pune,private employee,LOCATION_0037,PHONE_00569,none,1
PERSON_0570,Anil Mishra,Anil Mishra,53,M,Indore,student,LOCATION_0068,PHONE_00570,none,0
PERSON_0571,Anil Joshi,ANIL JOSHI,57,M,Ahmedabad,private employee,LOCATION_0175,PHONE_00571,none,1
PERSON_0572,Meena Mishra,Meena Mishra,22,F,Jaipur,student,LOCATION_0232,PHONE_00572,none,1
PERSON_0573,Sanjay Naidu,Sanjay Naidu,45,M,Bhopal,shopkeeper,LOCATION_0199,PHONE_00573,none,1
PERSON_0574,Nikhil Yadav,Nikhil Yadav,46,M,Indore,salesperson,LOCATION_0148,PHONE_00574,none,0
PERSON_0575,Rohit Iyer,rohit iyer,39,M,Lucknow,driver,LOCATION_0163,PHONE_00575,none,1
PERSON_0576,Ritu Gupta,Ritu Gupta,31,F,Pune,accountant,LOCATION_0127,PHONE_00576,none,0
PERSON_0577,Ashok Iyer,Ashok Iyer,35,M,Indore,electrician,LOCATION_0048,PHONE_00577,none,0
PERSON_0578,Ravi Kapoor,Ravi Kapoor,23,M,Ahmedabad,unemployed,LOCATION_0015,PHONE_00578,none,1
PERSON_0579,Anita Bansal,A. Bansal,21,F,Jaipur,farmer,LOCATION_0272,PHONE_00579,none,1
PERSON_0580,Swati Singh,Swati Singh,31,F,Chandigarh,electrician,LOCATION_0044,PHONE_00580,flagged,1
PERSON_0581,Harish Kulkarni,H. Kulkarni,38,M,Indore,self-employed,LOCATION_0048,PHONE_00581,none,1
PERSON_0582,Ritu Pandey,Ritu Pandey,53,F,Jaipur,delivery worker,LOCATION_0292,PHONE_00582,none,0
PERSON_0583,Anjali Kapoor,Anjali Kapoor,38,F,Ahmedabad,shopkeeper,LOCATION_0215,PHONE_00583,none,0
PERSON_0584,Manoj Yadav,Manoj Yadav,30,M,Bhopal,farmer,LOCATION_0079,PHONE_00584,none,1
PERSON_0585,Sanjay Choudhary,Sanjay Choudhary,31,M,Mumbai,farmer,LOCATION_0186,PHONE_00585,none,0
PERSON_0586,Gaurav Pandey,Gaurav Pandey,60,M,Pune,self-employed,LOCATION_0217,PHONE_00586,none,0
PERSON_0587,Ravi Malhotra,Ravi Malhotra,35,M,Mumbai,driver,LOCATION_0166,PHONE_00587,none,1
PERSON_0588,Shalini Gupta,Shalini Gupta,59,F,Jaipur,accountant,LOCATION_0202,PHONE_00588,none,0
PERSON_0589,Vikram Sharma,vikram sharma,49,M,Mumbai,student,LOCATION_0216,PHONE_00589,none,1
PERSON_0590,Priya Chauhan,Priya Chauhan,30,F,Jaipur,electrician,LOCATION_0042,PHONE_00590,none,1
PERSON_0591,Naveen Verma,Naveen V.,44,M,Indore,driver,LOCATION_0128,PHONE_00591,flagged,0
PERSON_0592,Pankaj Choudhary,Pankaj Choudhary,38,M,Delhi,clerk,LOCATION_0281,PHONE_00592,none,1
PERSON_0593,Priya Naidu,Priya N.,49,F,Jaipur,accountant,LOCATION_0112,PHONE_00593,none,1
PERSON_0594,Suresh Iyer,SURESH IYER,54,M,Pune,clerk,LOCATION_0237,PHONE_00594,none,1
PERSON_0595,Sunita Meena,Sunita Meena,55,M,Jaipur,electrician,LOCATION_0272,PHONE_00595,none,0
PERSON_0596,Alka Yadav,alka yadav,59,F,Delhi,private employee,LOCATION_0221,PHONE_00596,none,0
PERSON_0597,Karan Agarwal,Karan Agarwal,20,M,Indore,farmer,LOCATION_0088,PHONE_00597,none,1
PERSON_0598,Deepika Agarwal,Deepika Agarwal,42,M,Lucknow,shopkeeper,LOCATION_0213,PHONE_00598,none,0
PERSON_0599,Anjali Chauhan,Anjali Chauhan,27,F,Indore,unemployed,LOCATION_0018,PHONE_00599,none,1
PERSON_0600,Suresh Bansal,Suresh Bansal,28,M,Ahmedabad,mechanic,LOCATION_0175,PHONE_00600,none,0
PERSON_0601,Mohit Meena,Mohit M.,44,M,Pune,salesperson,LOCATION_0037,PHONE_00601,none,0
PERSON_0602,Sandeep Bansal,Sandeep Bansal,55,M,Indore,mechanic,LOCATION_0228,PHONE_00602,none,0
PERSON_0603,Divya Sharma,Divya Sharma,28,F,Pune,unemployed,LOCATION_0237,PHONE_00603,none,0
PERSON_0604,Rohit Naidu,Rohit Naidu,41,M,Delhi,clerk,LOCATION_0131,PHONE_00604,none,1
PERSON_0605,Preeti Kulkarni,P. Kulkarni,29,F,Lucknow,delivery worker,LOCATION_0273,PHONE_00605,none,0
PERSON_0606,Rahul Chauhan,R. Chauhan,28,M,Indore,electrician,LOCATION_0078,PHONE_00606,flagged,0
PERSON_0607,Rajesh Mishra,Rajesh Mishra,23,M,Hyderabad,salesperson,LOCATION_0140,PHONE_00607,none,0
PERSON_0608,Rajesh Naidu,Rajesh Naidu,55,M,Mumbai,mechanic,LOCATION_0236,PHONE_00608,none,0
PERSON_0609,Kavita Singh,Kavita Singh,38,F,Delhi,electrician,LOCATION_0271,PHONE_00609,none,0
PERSON_0610,Tanvi Naidu,Tanvi Naidu,46,F,Delhi,unemployed,LOCATION_0121,PHONE_00610,none,1
PERSON_0611,Preeti Malhotra,P. Malhotra,52,F,Indore,private employee,LOCATION_0038,PHONE_00611,none,0
PERSON_0612,Deepak Naidu,D. Naidu,33,M,Jaipur,student,LOCATION_0222,PHONE_00612,none,0
PERSON_0613,Arjun Choudhary,Arjun Choudhary,25,M,Delhi,accountant,LOCATION_0051,PHONE_00613,none,1
PERSON_0614,Gaurav Gupta,GauravGupta,48,M,Chandigarh,delivery worker,LOCATION_0294,PHONE_00614,none,0
PERSON_0615,Anjali Singh,anjali singh,40,F,Mumbai,student,LOCATION_0086,PHONE_00615,none,0
PERSON_0616,Preeti Naidu,Preeti N.,33,F,Bhopal,self-employed,LOCATION_0249,PHONE_00616,none,0
PERSON_0617,Meena Reddy,Meena Reddy,38,F,Ahmedabad,delivery worker,LOCATION_0165,PHONE_00617,none,0
PERSON_0618,Deepika Pandey,Deepika Pandey,57,F,Pune,clerk,LOCATION_0047,PHONE_00618,flagged,0
PERSON_0619,Gaurav Nair,Gaurav Nair,22,M,Hyderabad,student,LOCATION_0120,PHONE_00619,none,0
PERSON_0620,Simran Saxena,Simran Saxena,43,F,Chandigarh,delivery worker,LOCATION_0044,PHONE_00620,none,1
PERSON_0621,Karan Kulkarni,karan kulkarni,20,M,Bhopal,mechanic,LOCATION_0289,PHONE_00621,none,1
PERSON_0622,Ravi Naidu,Ravi Naidu,19,M,Delhi,driver,LOCATION_0101,PHONE_00622,none,0
PERSON_0623,Anjali Naidu,Anjali N.,22,F,Lucknow,clerk,LOCATION_0113,PHONE_00623,none,0
PERSON_0624,Anjali Choudhary,Anjali Choudhary,58,F,Ahmedabad,delivery worker,LOCATION_0015,PHONE_00624,none,0
PERSON_0625,Kirti Rathore,KirtiRathore,38,F,Lucknow,trader,LOCATION_0263,PHONE_00625,none,1
PERSON_0626,Nikhil Kapoor,Nikhil Kapoor,61,M,Ahmedabad,electrician,LOCATION_0245,PHONE_00626,none,0
PERSON_0627,Rahul Kapoor,Rahul Kapoor,42,M,Delhi,mechanic,LOCATION_0151,PHONE_00627,none,1
PERSON_0628,Anita Kapoor,Anita K.,40,F,Chandigarh,delivery worker,LOCATION_0134,PHONE_00628,none,0
PERSON_0629,Sanjay Saxena,Sanjay Saxena,34,M,Mumbai,mechanic,LOCATION_0266,PHONE_00629,none,1
PERSON_0630,Yash Malhotra,Yash Malhotra,51,M,Pune,shopkeeper,LOCATION_0057,PHONE_00630,none,0
PERSON_0631,Manju Pandey,M. Pandey,25,F,Pune,private employee,LOCATION_0297,PHONE_00631,none,0
PERSON_0632,Rohit Gupta,Rohit Gupta,41,M,Hyderabad,self-employed,LOCATION_0200,PHONE_00632,none,1
PERSON_0633,Suresh Agarwal,suresh agarwal,26,M,Mumbai,salesperson,LOCATION_0146,PHONE_00633,none,1
PERSON_0634,Sunita Sharma,Sunita Sharma,24,F,Bhopal,electrician,LOCATION_0059,PHONE_00634,none,0
PERSON_0635,Karan Yadav,Karan Yadav,55,M,Delhi,accountant,LOCATION_0231,PHONE_00635,none,1
PERSON_0636,Simran Choudhary,SIMRAN CHOUDHARY,47,F,Bhopal,clerk,LOCATION_0299,PHONE_00636,none,1
PERSON_0637,Kavita Reddy,Kavita Reddy,45,F,Chandigarh,private employee,LOCATION_0054,PHONE_00637,none,0
PERSON_0638,Vikram Chauhan,Vikram Chauhan,31,M,Chandigarh,shopkeeper,LOCATION_0174,PHONE_00638,none,1
PERSON_0639,Neha Bhatt,neha bhatt,51,F,Hyderabad,electrician,LOCATION_0270,PHONE_00639,flagged,0
PERSON_0640,Nikhil Kapoor,Nikhil Kapoor,49,M,Pune,self-employed,LOCATION_0157,PHONE_00640,none,1
PERSON_0641,Nisha Naidu,Nisha Naidu,63,F,Mumbai,unemployed,LOCATION_0206,PHONE_00641,none,0
PERSON_0642,Vivek Agarwal,Vivek Agarwal,19,M,Ahmedabad,shopkeeper,LOCATION_0155,PHONE_00642,none,1
PERSON_0643,Pankaj Tiwari,Pankaj Tiwari,55,M,Hyderabad,salesperson,LOCATION_0060,PHONE_00643,none,0
PERSON_0644,Kavita Chauhan,Kavita Chauhan,61,F,Chandigarh,clerk,LOCATION_0084,PHONE_00644,none,0
PERSON_0645,Ashok Yadav,Ashok Yadav,62,M,Delhi,self-employed,LOCATION_0121,PHONE_00645,none,0
PERSON_0646,Vikram Mishra,Vikram Mishra,32,M,Ahmedabad,mechanic,LOCATION_0125,PHONE_00646,none,1
PERSON_0647,Alka Choudhary,Alka Choudhary,59,F,Pune,farmer,LOCATION_0017,PHONE_00647,none,0
PERSON_0648,Anita Gupta,Anita Gupta,64,F,Mumbai,farmer,LOCATION_0166,PHONE_00648,none,0
PERSON_0649,Swati Iyer,swati iyer,28,F,Chandigarh,accountant,LOCATION_0124,PHONE_00649,none,0
PERSON_0650,Sandeep Meena,sandeep meena,47,M,Delhi,trader,LOCATION_0081,PHONE_00650,flagged,0
PERSON_0651,Anjali Singh,Anjali Singh,21,F,Delhi,mechanic,LOCATION_0021,PHONE_00651,none,0
PERSON_0652,Swati Pandey,Swati Pandey,19,F,Jaipur,private employee,LOCATION_0202,PHONE_00652,none,0
PERSON_0653,Neha Joshi,Neha Joshi,20,F,Indore,shopkeeper,LOCATION_0228,PHONE_00653,none,0
PERSON_0654,Vivek Kapoor,V. Kapoor,30,M,Chandigarh,farmer,LOCATION_0264,PHONE_00654,none,1
PERSON_0655,Rohit Mishra,Rohit Mishra,57,M,Chandigarh,mechanic,LOCATION_0294,PHONE_00655,none,0
PERSON_0656,Geeta Gupta,Geeta G.,56,F,Mumbai,farmer,LOCATION_0226,PHONE_00656,none,1
PERSON_0657,Harish Gupta,Harish Gupta,39,F,Mumbai,self-employed,LOCATION_0116,PHONE_00657,none,0
PERSON_0658,Kirti Kulkarni,KIRTI KULKARNI,20,F,Mumbai,mechanic,LOCATION_0046,PHONE_00658,none,0
PERSON_0659,Divya Bansal,D. Bansal,61,F,Pune,electrician,LOCATION_0067,PHONE_00659,none,0
PERSON_0660,Vivek Tiwari,Vivek T.,43,M,Indore,clerk,LOCATION_0108,PHONE_00660,flagged,0
PERSON_0661,Yash Pandey,Yash Pandey,55,F,Indore,private employee,LOCATION_0188,PHONE_00661,none,1
PERSON_0662,Isha Gupta,Isha Gupta,54,F,Chandigarh,trader,LOCATION_0134,PHONE_00662,none,1
PERSON_0663,Naveen Singh,Naveen S.,55,M,Mumbai,mechanic,LOCATION_0136,PHONE_00663,none,1
PERSON_0664,Gaurav Pandey,GauravPandey,49,M,Delhi,delivery worker,LOCATION_0221,PHONE_00664,none,1
PERSON_0665,Yash Gupta,YASH GUPTA,44,M,Bhopal,farmer,LOCATION_0179,PHONE_00665,none,1
PERSON_0666,Swati Kulkarni,Swati Kulkarni,50,F,Pune,farmer,LOCATION_0037,PHONE_00666,flagged,0
PERSON_0667,Aman Chauhan,Aman C.,31,M,Lucknow,trader,LOCATION_0063,PHONE_00667,none,1
PERSON_0668,Kirti Gupta,Kirti Gupta,50,F,Ahmedabad,student,LOCATION_0055,PHONE_00668,none,0
PERSON_0669,Ravi Gupta,R. Gupta,21,M,Mumbai,shopkeeper,LOCATION_0126,PHONE_00669,none,0
PERSON_0670,Karan Choudhary,Karan Choudhary,59,M,Hyderabad,clerk,LOCATION_0240,PHONE_00670,none,0
PERSON_0671,Pankaj Verma,Pankaj Verma,45,M,Mumbai,farmer,LOCATION_0156,PHONE_00671,flagged,0
PERSON_0672,Rohit Verma,Rohit V.,45,M,Pune,shopkeeper,LOCATION_0247,PHONE_00672,none,0
PERSON_0673,Kavita Sharma,KAVITA SHARMA,29,F,Indore,electrician,LOCATION_0098,PHONE_00673,none,0
PERSON_0674,Suresh Joshi,Suresh Joshi,33,M,Hyderabad,driver,LOCATION_0290,PHONE_00674,none,0
PERSON_0675,Isha Malhotra,Isha M.,64,F,Bhopal,salesperson,LOCATION_0119,PHONE_00675,none,1
PERSON_0676,Aman Choudhary,Aman Choudhary,45,M,Bhopal,self-employed,LOCATION_0099,PHONE_00676,flagged,0
PERSON_0677,Priya Pandey,PRIYA PANDEY,61,F,Mumbai,farmer,LOCATION_0026,PHONE_00677,flagged,0
PERSON_0678,Kavita Gupta,K. Gupta,20,F,Jaipur,clerk,LOCATION_0172,PHONE_00678,none,1
PERSON_0679,Priya Sharma,Priya Sharma,27,F,Lucknow,accountant,LOCATION_0193,PHONE_00679,none,0
PERSON_0680,Sonia Verma,Sonia Verma,47,F,Hyderabad,farmer,LOCATION_0030,PHONE_00680,none,1
PERSON_0681,Ritu Gupta,Ritu Gupta,58,F,Delhi,trader,LOCATION_0291,PHONE_00681,none,0
PERSON_0682,Vikram Meena,Vikram Meena,53,M,Hyderabad,shopkeeper,LOCATION_0030,PHONE_00682,none,0
PERSON_0683,Aman Malhotra,Aman M.,58,M,Indore,farmer,LOCATION_0118,PHONE_00683,none,1
PERSON_0684,Deepika Tiwari,Deepika Tiwari,20,F,Lucknow,accountant,LOCATION_0153,PHONE_00684,none,1
